,tweet_text,emotion,target,norm_tweet
390,Dont miss Charles Chen for Android/ChromeOS  Access at SXSW: @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw,Positive emotion,0,dont miss charles chen androidchromeos access sxsw google exhibit hall
405,"iPad 2 is coming out at #SXSW, guess Apple's pretty desperate to give it attention.",Negative emotion,1,ipad come guess apple pretty desperate give attention
406,"If you're coming to #SXSW be sure to download the SXSW Go app, it has all the schedules and locations of the events. {link}",Positive emotion,0,youre come sure download sxsw go app schedule location event link
407,Seriously considering leaving my MacBook Pro at home and flying solo with the iPad for a week. Think I can make it work? #sxsw,Positive emotion,0,seriously consider leave macbook pro home fly solo ipad week think make work
417,Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Negative emotion,1,shipment daily follow update rt popup apple store seem popup
420,Four more days! #ipad #sxsw #weekend #battlela,Positive emotion,0,day
421,IPhone is dead. Find me on the secret batphone #sxsw.,Negative emotion,1,iphone dead find secret batphone
428,Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,Positive emotion,0,google tv demo league extraordinary hacker cool stuff web apps tv
429,Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,Positive emotion,0,best ipad design big chunky element generous space clarity trump density tap quality trump tap quantity
430,Attending Designing iPad Interfaces - New Navigation Schemas w/ @mention Great stuff so far.  #sxsw,Positive emotion,0,attend design ipad interface new navigation schema w great stuff far
440,Lovin the digital! @mention band sings into iPhone &amp; plays guitar app as fans record vids on iPad2s #CNN Digital #cnngrill #sxsw #sxswi,Positive emotion,0,lovin digital band sings iphone amp play guitar app fan record vids digital
442,Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mention,Negative emotion,1,barry diller think ipad content nut link
443,We really DO need another big social network right now - thanks! #SXSW #Google {link},Positive emotion,0,really need big social network right thanks link
445,In Japan: Docomo introduced mobile apps six years before Apple came out with app store. #jpmobilesummit #sxsw,Negative emotion,1,japan docomo introduce mobile apps year apple come app store
456,Jeez guys dunno about an Apple pop-up over a Gold's Gym. Do u realize how un-Jobs-aesthetic that is? #SXSW #Apple,Negative emotion,1,jeez guy dunno apple popup gold gym u realize unjobsaesthetic
461,"Before It Even Begins, #Apple Wins #SXSW {link} #tc #apple",Positive emotion,0,even begin win link
462,"Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Positive emotion,0,even begin win link
463,"Before it even begins, #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch #genius",Positive emotion,0,even begin win link open temporary store downtown austin support launch
465,"Before It Even Begins, Apple Wins #SXSW - TechCrunch - {link} #ipad",Positive emotion,0,even begin apple win techcrunch link
466,"Before It Even Begins, Apple Wins #SXSW {link}",Positive emotion,0,even begin apple win link
467,"Before it even begins, Apple wins #SXSW {link}",Positive emotion,0,even begin apple win link
468,"Before It Even Begins, Apple Wins #SXSW {link}",Positive emotion,0,even begin apple win link
469,"Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Positive emotion,0,even begin apple win link
470,"Before It Even Begins, Apple Wins #SXSW {link} /via @mention by @mention for @mention",Positive emotion,0,even begin apple win link
471,"Before It Even Begins, Apple Wins #SXSW {link} on @mention",Positive emotion,0,even begin apple win link
472,"Before It Even Begins, Apple Wins #SXSW {link} via @mention",Positive emotion,0,even begin apple win link
473,"Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum! via @mention",Positive emotion,0,even begin apple win link gt gon get sum
474,"Before It Even Begins, Apple Wins SXSW - TechCrunch {link} #sxsw",Positive emotion,0,even begin apple win sxsw techcrunch link
475,"Before It Even Begins, Apple Wins SXSW {link} &lt;&lt; who will win big at #SXSW ?",Positive emotion,0,even begin apple win sxsw link ltlt win big
476,"Before It Even Begins, Apple Wins SXSW {link} #Apple #iPad2 #PM #SXSW",Positive emotion,0,even begin apple win sxsw link
477,"Before It Even Begins, Apple Wins SXSW {link} #apple #ipad2 #SXSW #TC",Positive emotion,0,even begin apple win sxsw link
478,"Before It Even Begins, Apple WinsåÊSXSW {link} #apple #sxsw",Positive emotion,0,even begin apple winssxsw link
479,"Before It Even Begins, Apple Wins SXSW {link} #tc #apple #ipad2 #sxsw",Positive emotion,0,even begin apple win sxsw link
480,"Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #apple #sxsw",Positive emotion,0,even begin apple winssxsw link
481,"Before It Even Begins, Apple Wins SXSW: {link} Via @mention @mention #Apple #SXSW",Positive emotion,0,even begin apple win sxsw link
482,Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,Positive emotion,0,badgeless event free drink head free googlesponsored happy hour semantic web austin fogo cho
483,"BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",Positive emotion,0,best swag ever thanks charge iphone thanks link
486,Timing is everything! iPad 2: Brand Winner at SXSW by @mention {link} #pnid #sxsw,Positive emotion,0,time everything ipad brand winner sxsw link
487,"Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc? Most popular disc wins iPad 2! {link}",Positive emotion,0,hey exhibitor capture experience retrollect disc popular disc win ipad link
490,#SXSW has fantastic schedule app for iphone! Bummer I am still crackberry!,Positive emotion,0,fantastic schedule iphone bummer still crackberry
491,"Photo: By far, the best #sxsw accessory is an ipad. Followed closely by a margarita. ;-) {link}",Positive emotion,0,photo far best accessory ipad follow closely margarita link
492,One of my fav photos of #SXSW so far @mention &amp;  @mention #google #SXSW {link},Positive emotion,0,fav photo far amp link
494,I think I fell a bit more in love with #google today. Thanks for throwing the nerd party at the speakeasy during #SxSW,Positive emotion,0,think fell bit love today thanks throw nerd party speakeasy
495,"The way I figure, an iPad 2 is a good replacement for not making it to #SXSW this year.",Positive emotion,0,way figure ipad good replacement make year
498,I need to find a better #SXSW stream to follow. The inane iPad 2 tweets are surely not what SouthBy is about,Negative emotion,1,need find good stream follow inane ipad tweet surely southby
500,Do it! RT Find the hottest spots @mention w/ @mention Hot Spots #SXSW app on #WP7 {link} or iPhone {link},Positive emotion,0,rt find hot spot w hot spot app link iphone link
505,"Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",Positive emotion,0,google focus bridge digitalphysical divide eg map streetview hotpot amp autonomous driving
506,Hey #SXSW folks please keep us posted on Google #Circles. Hope you're all having a blast! {link},Positive emotion,0,hey folk please keep post google hope youre blast link
508,#Apple To Follow Its Customers To #SXSW - Forbes - {link} - Alcoholics call this Û÷enabling.Ûª The rest of us call it genius.,Positive emotion,0,follow customer forbes link alcoholic call enable rest call genius
512,Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Positive emotion,0,good news austinbound apple fanboys link
514,Wish list for tech?  #NTN #SXSW Google Apps helps level the playing field for kids who may not have software at home,Positive emotion,0,wish list tech google apps help level play field kid software home
516,Hitlantis for the iPad. Cool song explorer app. Hitlantis.com. #sxsw #musicviz,Positive emotion,0,hitlantis ipad cool song explorer app hitlantiscom
526,Any of my friends at SxSW willing to pick me up an iPad - will pay a premium. DM me #sxsw #atl {link},Positive emotion,0,friend sxsw willing pick ipad pay premium dm link
527,Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,Positive emotion,0,good talk ipad interface w callback design principle wish go mediamarketing example
528,Person in front of me just took a picture with his new iPad #sxsw,Positive emotion,0,person front take picture new ipad
535,Marketing Genius: Apple opens pop up store outside of #SXSW {link},Positive emotion,0,marketing genius apple open store link
538,ÛÏ@mention Get ready for the word &quot;Circles&quot; to be trending #SXSWi #SXSW :)Û #Google #Circles #social,Positive emotion,0,get ready word quotcirclesquot trend
540,"After you get your food, don't forget to snap a photo to win a MacBook air, iPad 2, or Apple TV! #sxsw",Positive emotion,0,get food dont forget snap photo win macbook air ipad apple tv
541,"Austin is getting full, and #SXSW is underway.  I can tell because my iPhone is an intermittent brick. #crowded",Negative emotion,1,austin get full underway tell intermittent brick
545,Google is giving free Google Labs laptops to open source coders who r attending this meet-up. #sxsw I got a cupcake:-),Positive emotion,0,google give free google lab laptops open source coder r attend meetup get cupcake
546,"The #SXSW GO app no available for Blackberry and Windows 7 in addition to iPhone, iPad, and Android: {link}",Positive emotion,0,go app available blackberry windows addition iphone ipad android link
549,"I want to go to the Apple pop-up store, but I'm afraid I'll leave with a new iPad. #SXSW",Positive emotion,0,want go apple popup store im afraid ill leave new ipad
552,"OMG...I'm going down to #SXSW With: MacBook Pro, iPad, iPhone4, iPod, and a Galaxy Tab... #TechGeek",Positive emotion,0,omgim go macbook pro ipad ipod galaxy tab
555,I have my golden tickets f 4sq party Day after the real party #Redbullbpm with Felix da Housecat playing on iPad! #SXSW  {link},Positive emotion,0,golden ticket f party day real party felix da housecat play ipad link
559,"GSD&amp;M Google #sxsw party with @mention is blowing my mind. So much amazing food, drink, music, &amp; photo booth fun!",Positive emotion,0,gsdampm google party blow mind much amaze food drink music amp photo fun
560,#SXSW the google authenticator app for mobile devices is a step ahead...,Positive emotion,0,google authenticator app mobile device step ahead
561,.@mention Google Circles will be the first real alternative to Facebook #sxsw,Positive emotion,0,google circle first real alternative facebook
566,ÛÏ@mention Google now lets you block sites you can't stand {link} How about #sxsw blocking that looks like what I need,Positive emotion,0,google let block site cant stand link block look need
